====== PRINT_BPTREE ======
FrequentPattern		Frequency
{chocolate bread, eggs} 2
{corn, eggs} 2
{eggs, mashed potato} 2
{eggs, pickles} 2
{eggs, shallot} 2
{chocolate, eggs, ground beef, milk} 5
{chocolate, eggs, ground beef, pancakes} 5
{chocolate, eggs, milk, turkey} 5
{chocolate, eggs, mineral water, salmon} 5
{chocolate, eggs, mineral water, white wine} 5
{chocolate, eggs, mineral water, whole wheat rice} 5
{chocolate, eggs, red wine, spaghetti} 5
{chocolate, eggs, salmon, spaghetti} 5
{chocolate, eggs, spaghetti, turkey} 5
{cookies, eggs, green tea, spaghetti} 5
{eggs, french fries, frozen smoothie, turkey} 5
{eggs, french fries, frozen vegetables, green tea} 5
{eggs, french fries, frozen vegetables, pancakes} 5
{eggs, french fries, frozen vegetables, tomatoes} 5
{eggs, french fries, grated cheese, spaghetti} 5
{eggs, french fries, green tea, ground beef} 5
{eggs, french fries, green tea, mineral water} 5
{eggs, french fries, green tea, tomatoes} 5
{eggs, french fries, ham, spaghetti} 5
{eggs, french fries, low fat yogurt, pancakes} 5
{eggs, french fries, low fat yogurt, spaghetti} 5
{eggs, french fries, low fat yogurt, tomatoes} 5
{eggs, french fries, milk, turkey} 5
{eggs, french fries, mineral water, turkey} 5
{eggs, fresh bread, mineral water, spaghetti} 5
{eggs, frozen smoothie, milk, mineral water} 5
{eggs, frozen smoothie, mineral water, pancakes} 5
{eggs, frozen vegetables, green tea, ground beef} 5
{eggs, frozen vegetables, low fat yogurt, milk} 5
{eggs, frozen vegetables, low fat yogurt, pancakes} 5
{eggs, grated cheese, milk, mineral water} 5
{eggs, grated cheese, milk, spaghetti} 5
{eggs, green tea, ground beef, mineral water} 5
{eggs, green tea, ground beef, spaghetti} 5
{eggs, green tea, mineral water, tomatoes} 5
{eggs, green tea, mineral water, turkey} 5
{eggs, green tea, pepper, spaghetti} 5
{eggs, ground beef, mineral water, salmon} 5
{eggs, ground beef, mineral water, tomatoes} 5
{eggs, ground beef, mineral water, whole wheat rice} 5
{eggs, low fat yogurt, milk, pancakes} 5
{eggs, low fat yogurt, mineral water, pancakes} 5
{eggs, milk, mineral water, tomatoes} 5
{eggs, milk, spaghetti, whole wheat pasta} 5
{eggs, mineral water, pasta, shrimp} 5
{eggs, mineral water, spaghetti, tomatoes} 5
{burgers, chocolate, eggs, milk, spaghetti} 5
{burgers, cookies, eggs, french fries, green tea} 5
{burgers, eggs, french fries, milk, spaghetti} 5
{chicken, eggs, french fries, mineral water, spaghetti} 5
{chicken, eggs, milk, mineral water, turkey} 5
{chocolate, eggs, french fries, low fat yogurt, milk} 5
{chocolate, eggs, french fries, milk, spaghetti} 5
{eggs, french fries, ground beef, mineral water, spaghetti} 5
{eggs, frozen vegetables, ground beef, milk, mineral water} 5
{eggs, grated cheese, ground beef, mineral water, spaghetti} 5
{chutney, eggs} 6
{eggs, magazines} 6
{eggs, salad} 6
{eggs, spinach} 6
{eggs, toothpaste} 6
{black tea, eggs, mineral water} 6
{black tea, eggs, spaghetti} 6
{body spray, eggs, mineral water} 6
{body spray, eggs, spaghetti} 6
{brownies, eggs, green tea} 6
{brownies, eggs, ground beef} 6
{brownies, eggs, milk} 6
{burger sauce, chicken, eggs} 6
{burgers, champagne, eggs} 6
{burgers, eggs, yogurt cake} 6
{butter, eggs, french fries} 6
{cake, eggs, fresh tuna} 6
{cake, eggs, parmesan cheese} 6
{cake, eggs, salmon} 6
{cereals, eggs, ground beef} 6
{champagne, eggs, frozen smoothie} 6
{champagne, eggs, milk} 6
{champagne, eggs, mineral water} 6
{champagne, eggs, spaghetti} 6
{chicken, eggs, grated cheese} 6
{chicken, eggs, light mayo} 6
{chocolate, cottage cheese, eggs} 6
{chocolate, eggs, red wine} 6
{cider, eggs, low fat yogurt} 6
{cookies, eggs, low fat yogurt} 6
{cottage cheese, eggs, spaghetti} 6
{eggs, energy drink, pancakes} 6
{eggs, escalope, ground beef} 6
{eggs, escalope, milk} 6
{eggs, escalope, vegetables mix} 6
{eggs, escalope, whole wheat rice} 6
{eggs, french fries, muffins} 6
{eggs, french fries, salmon} 6
{eggs, french fries, soup} 6
{eggs, french fries, tomato juice} 6
{eggs, french fries, vegetables mix} 6
{eggs, french fries, whole wheat pasta} 6
{eggs, fresh bread, low fat yogurt} 6
{eggs, fromage blanc, frozen smoothie} 6
{eggs, fromage blanc, honey} 6
{eggs, fromage blanc, mineral water} 6
{eggs, frozen smoothie, light mayo} 6
{eggs, frozen smoothie, whole wheat rice} 6
{eggs, frozen vegetables, grated cheese} 6
{eggs, frozen vegetables, whole wheat rice} 6
{eggs, green tea, light mayo} 6
{eggs, green tea, mushroom cream sauce} 6
{eggs, green tea, tomato juice} 6
{eggs, green tea, yogurt cake} 6
{eggs, ground beef, shrimp} 6
{eggs, ground beef, whole wheat pasta} 6
{eggs, ground beef, whole wheat rice} 6
{eggs, honey, pancakes} 6
{eggs, light cream, mineral water} 6
{eggs, low fat yogurt, shrimp} 6
{eggs, meatballs, mineral water} 6
{eggs, mineral water, pasta} 6
{eggs, mineral water, strawberries} 6
{eggs, pancakes, whole wheat pasta} 6
{eggs, pancakes, whole wheat rice} 6
{eggs, pepper, shrimp} 6
{eggs, tomato juice, tomatoes} 6
{eggs, tomatoes, whole wheat rice} 6
{eggs, turkey, whole wheat rice} 6
{burgers, cake, eggs, mineral water} 6
{burgers, chocolate, eggs, ground beef} 6
{burgers, eggs, french fries, frozen vegetables} 6
{burgers, eggs, french fries, ham} 6
{burgers, eggs, french fries, pancakes} 6
{burgers, eggs, french fries, tomatoes} 6
{burgers, eggs, frozen vegetables, mineral water} 6
{burgers, eggs, grated cheese, spaghetti} 6
{burgers, eggs, green tea, spaghetti} 6
{burgers, eggs, ground beef, mineral water} 6
{burgers, eggs, mineral water, spaghetti} 6
{burgers, eggs, spaghetti, turkey} 6
{cake, chocolate, eggs, spaghetti} 6
{cake, eggs, french fries, green tea} 6
{cake, eggs, ground beef, mineral water} 6
{cake, eggs, mineral water, spaghetti} 6
{cake, eggs, pancakes, turkey} 6
{chicken, eggs, french fries, ground beef} 6
{chicken, eggs, frozen vegetables, mineral water} 6
{chicken, eggs, mineral water, tomatoes} 6
{chocolate, cookies, eggs, spaghetti} 6
{chocolate, eggs, french fries, ground beef} 6
{chocolate, eggs, frozen smoothie, mineral water} 6
{chocolate, eggs, green tea, spaghetti} 6
{chocolate, eggs, low fat yogurt, mineral water} 6
{chocolate, eggs, low fat yogurt, spaghetti} 6
{chocolate, eggs, milk, pancakes} 6
{chocolate, eggs, shrimp, spaghetti} 6
{cookies, eggs, french fries, milk} 6
{eggs, french fries, fresh bread, milk} 6
{eggs, french fries, green tea, turkey} 6
{eggs, french fries, ham, pancakes} 6
{eggs, french fries, milk, tomatoes} 6
{eggs, frozen vegetables, green tea, tomatoes} 6
{eggs, frozen vegetables, low fat yogurt, mineral water} 6
{eggs, frozen vegetables, milk, spaghetti} 6
{eggs, frozen vegetables, mineral water, spaghetti} 6
{eggs, frozen vegetables, mineral water, tomatoes} 6
{eggs, green tea, ground beef, tomatoes} 6
{eggs, green tea, milk, mineral water} 6
{eggs, green tea, milk, spaghetti} 6
{eggs, green tea, mineral water, pancakes} 6
{eggs, green tea, spaghetti, turkey} 6
{eggs, ground beef, low fat yogurt, mineral water} 6
{eggs, ground beef, mineral water, pancakes} 6
{eggs, ground beef, pancakes, spaghetti} 6
{eggs, milk, mineral water, shrimp} 6
{eggs, mineral water, salmon, spaghetti} 6
{eggs, pancakes, spaghetti, turkey} 6
{burgers, chocolate, eggs, french fries, milk} 6
{cake, eggs, milk, mineral water, turkey} 6
{chocolate, eggs, ground beef, mineral water, spaghetti} 6
{dessert wine, eggs} 7
{eggs, green beans} 7
{eggs, pet food} 7
{eggs, whole weat flour} 7
{almonds, eggs, green tea} 7
{avocado, chocolate, eggs} 7
{black tea, eggs, turkey} 7
{blueberries, eggs, mineral water} 7
{brownies, eggs, frozen vegetables} 7
{burgers, cottage cheese, eggs} 7
{burgers, eggs, energy bar} 7
{burgers, eggs, fresh bread} 7
{burgers, eggs, fresh tuna} 7
{cake, eggs, whole wheat rice} 7
{champagne, eggs, frozen vegetables} 7
{champagne, eggs, pancakes} 7
{chocolate, cookies, eggs} 7
{chocolate, eggs, pepper} 7
{chocolate, eggs, vegetables mix} 7
{chocolate, eggs, white wine} 7
{chocolate, eggs, whole wheat pasta} 7
{cider, eggs, milk} 7
{cider, eggs, spaghetti} 7
{cookies, eggs, frozen smoothie} 7
{cookies, eggs, milk} 7
{cookies, eggs, tomatoes} 7
{cottage cheese, eggs, french fries} 7
{eggs, energy bar, green tea} 7
{eggs, energy bar, spaghetti} 7
{eggs, escalope, green tea} 7
{eggs, extra dark chocolate, mineral water} 7
{eggs, french fries, yogurt cake} 7
{eggs, french wine, milk} 7
{eggs, fresh bread, ground beef} 7
{eggs, fresh bread, pancakes} 7
{eggs, fresh bread, turkey} 7
{eggs, fresh tuna, spaghetti} 7
{eggs, grated cheese, pancakes} 7
{eggs, grated cheese, salmon} 7
{eggs, green tea, honey} 7
{eggs, ground beef, red wine} 7
{eggs, light mayo, tomatoes} 7
{eggs, mineral water, tomato sauce} 7
{eggs, mineral water, whole wheat pasta} 7
{eggs, pancakes, pepper} 7
{eggs, pancakes, salmon} 7
{eggs, spaghetti, tomato juice} 7
{burgers, chocolate, eggs, mineral water} 7
{burgers, eggs, ground beef, spaghetti} 7
{burgers, eggs, low fat yogurt, milk} 7
{burgers, eggs, mineral water, pancakes} 7
{burgers, eggs, pancakes, spaghetti} 7
{cake, chicken, eggs, mineral water} 7
{cake, chocolate, eggs, mineral water} 7
{cake, eggs, french fries, milk} 7
{cake, eggs, spaghetti, turkey} 7
{chicken, chocolate, eggs, french fries} 7
{chicken, eggs, french fries, spaghetti} 7
{chicken, eggs, milk, spaghetti} 7
{chocolate, eggs, french fries, low fat yogurt} 7
{chocolate, eggs, french fries, tomatoes} 7
{chocolate, eggs, fresh bread, mineral water} 7
{chocolate, eggs, frozen smoothie, spaghetti} 7
{chocolate, eggs, frozen vegetables, spaghetti} 7
{chocolate, eggs, green tea, milk} 7
{chocolate, eggs, low fat yogurt, milk} 7
{chocolate, eggs, mineral water, pancakes} 7
{chocolate, eggs, mineral water, shrimp} 7
{chocolate, eggs, mineral water, soup} 7
{eggs, french fries, frozen vegetables, spaghetti} 7
{eggs, french fries, green tea, spaghetti} 7
{eggs, french fries, ground beef, mineral water} 7
{eggs, french fries, low fat yogurt, milk} 7
{eggs, french fries, milk, pancakes} 7
{eggs, french fries, spaghetti, turkey} 7
{eggs, fresh bread, frozen vegetables, mineral water} 7
{eggs, frozen smoothie, mineral water, spaghetti} 7
{eggs, frozen vegetables, green tea, milk} 7
{eggs, frozen vegetables, ground beef, milk} 7
{eggs, frozen vegetables, ground beef, spaghetti} 7
{eggs, frozen vegetables, mineral water, shrimp} 7
{eggs, grated cheese, ground beef, mineral water} 7
{eggs, grated cheese, ground beef, spaghetti} 7
{eggs, green tea, mineral water, spaghetti} 7
{eggs, low fat yogurt, milk, spaghetti} 7
{eggs, milk, pancakes, spaghetti} 7
{eggs, mineral water, pancakes, spaghetti} 7
{eggs, mineral water, shrimp, spaghetti} 7
{eggs, mineral water, soup, spaghetti} 7
{blueberries, eggs} 8
{bug spray, eggs} 8
{eggs, tomato sauce} 8
{eggs, zucchini} 8
{almonds, chocolate, eggs} 8
{barbecue sauce, eggs, turkey} 8
{body spray, eggs, french fries} 8
{brownies, eggs, spaghetti} 8
{burgers, eggs, escalope} 8
{burgers, eggs, french wine} 8
{butter, eggs, spaghetti} 8
{cake, eggs, low fat yogurt} 8
{champagne, chocolate, eggs} 8
{chocolate, eggs, french wine} 8
{cottage cheese, eggs, pancakes} 8
{eggs, energy bar, milk} 8
{eggs, energy drink, spaghetti} 8
{eggs, escalope, pancakes} 8
{eggs, french fries, light mayo} 8
{eggs, french fries, strawberries} 8
{eggs, frozen smoothie, tomatoes} 8
{eggs, frozen vegetables, light mayo} 8
{eggs, grated cheese, milk} 8
{eggs, green tea, low fat yogurt} 8
{eggs, ham, pancakes} 8
{eggs, honey, mineral water} 8
{eggs, low fat yogurt, whole wheat rice} 8
{eggs, meatballs, tomatoes} 8
{eggs, mineral water, mint} 8
{eggs, mineral water, rice} 8
{eggs, mineral water, yogurt cake} 8
{eggs, pancakes, shrimp} 8
{eggs, pancakes, tomatoes} 8
{eggs, parmesan cheese, spaghetti} 8
{eggs, shrimp, turkey} 8
{eggs, tomatoes, turkey} 8
{burgers, chocolate, eggs, french fries} 8
{burgers, cookies, eggs, french fries} 8
{burgers, eggs, french fries, mineral water} 8
{burgers, eggs, milk, spaghetti} 8
{cake, eggs, milk, mineral water} 8
{cake, eggs, milk, turkey} 8
{cake, eggs, mineral water, turkey} 8
{chicken, eggs, french fries, milk} 8
{chicken, eggs, mineral water, turkey} 8
{chocolate, eggs, french fries, frozen vegetables} 8
{chocolate, eggs, frozen vegetables, milk} 8
{chocolate, eggs, grated cheese, mineral water} 8
{chocolate, eggs, grated cheese, spaghetti} 8
{cookies, eggs, ground beef, spaghetti} 8
{eggs, french fries, ham, milk} 8
{eggs, french fries, pancakes, spaghetti} 8
{eggs, fresh bread, milk, mineral water} 8
{eggs, low fat yogurt, milk, mineral water} 8
{eggs, milk, mineral water, pancakes} 8
{eggs, mineral water, spaghetti, turkey} 8
{eggs, mineral water, spaghetti, whole wheat rice} 8
{burger sauce, eggs} 9
{eggs, nonfat milk} 9
{eggs, salt} 9
{eggs, yams} 9
{almonds, eggs, french fries} 9
{almonds, eggs, milk} 9
{burgers, eggs, grated cheese} 9
{burgers, eggs, salmon} 9
{burgers, eggs, shrimp} 9
{butter, eggs, green tea} 9
{cake, eggs, frozen vegetables} 9
{cake, eggs, tomatoes} 9
{cereals, eggs, mineral water} 9
{chicken, eggs, fresh bread} 9
{chicken, eggs, frozen smoothie} 9
{chicken, eggs, ground beef} 9
{chocolate, eggs, ham} 9
{cookies, eggs, mineral water} 9
{eggs, energy bar, french fries} 9
{eggs, escalope, frozen vegetables} 9
{eggs, french fries, fresh bread} 9
{eggs, french fries, grated cheese} 9
{eggs, french wine, mineral water} 9
{eggs, fresh bread, spaghetti} 9
{eggs, fresh tuna, pancakes} 9
{eggs, frozen smoothie, low fat yogurt} 9
{eggs, frozen smoothie, turkey} 9
{eggs, frozen vegetables, soup} 9
{eggs, frozen vegetables, vegetables mix} 9
{eggs, grated cheese, ground beef} 9
{eggs, green tea, pepper} 9
{eggs, green tea, shrimp} 9
{eggs, ground beef, low fat yogurt} 9
{eggs, ground beef, turkey} 9
{eggs, ham, mineral water} 9
{eggs, light mayo, pancakes} 9
{eggs, milk, salmon} 9
{eggs, milk, tomatoes} 9
{eggs, milk, whole wheat pasta} 9
{eggs, mineral water, pepper} 9
{eggs, mineral water, tomato juice} 9
{eggs, pasta, shrimp} 9
{eggs, pepper, spaghetti} 9
{burgers, chocolate, eggs, milk} 9
{burgers, cookies, eggs, green tea} 9
{burgers, eggs, green tea, mineral water} 9
{chicken, eggs, french fries, mineral water} 9
{chicken, eggs, milk, mineral water} 9
{chocolate, eggs, french fries, mineral water} 9
{eggs, french fries, frozen vegetables, milk} 9
{eggs, french fries, frozen vegetables, mineral water} 9
{eggs, french fries, green tea, milk} 9
{eggs, french fries, ground beef, spaghetti} 9
{eggs, grated cheese, mineral water, spaghetti} 9
{eggs, low fat yogurt, mineral water, spaghetti} 9
{eggs, milk, mineral water, turkey} 9
{eggs, extra dark chocolate} 10
{eggs, flax seed} 10
{eggs, gluten free bar} 10
{avocado, eggs, mineral water} 10
{brownies, eggs, french fries} 10
{burgers, eggs, ham} 10
{burgers, eggs, light mayo} 10
{burgers, eggs, tomatoes} 10
{butter, chocolate, eggs} 10
{butter, eggs, pancakes} 10
{cake, eggs, frozen smoothie} 10
{cake, eggs, shrimp} 10
{chicken, eggs, green tea} 10
{chicken, eggs, pancakes} 10
{chicken, eggs, tomatoes} 10
{chicken, eggs, turkey} 10
{chocolate, eggs, fresh bread} 10
{chocolate, eggs, salmon} 10
{chocolate, eggs, soup} 10
{cider, eggs, french fries} 10
{cookies, eggs, ground beef} 10
{cottage cheese, eggs, mineral water} 10
{eggs, escalope, french fries} 10
{eggs, frozen smoothie, green tea} 10
{eggs, green tea, whole wheat rice} 10
{eggs, ground beef, salmon} 10
{eggs, ham, milk} 10
{eggs, honey, spaghetti} 10
{eggs, low fat yogurt, pancakes} 10
{eggs, low fat yogurt, tomatoes} 10
{eggs, low fat yogurt, turkey} 10
{eggs, milk, whole wheat rice} 10
{eggs, soup, spaghetti} 10
{eggs, spaghetti, whole wheat pasta} 10
{burgers, chocolate, eggs, spaghetti} 10
{chicken, chocolate, eggs, mineral water} 10
{chicken, eggs, mineral water, spaghetti} 10
{chocolate, eggs, french fries, green tea} 10
{chocolate, eggs, french fries, pancakes} 10
{cookies, eggs, french fries, green tea} 10
{eggs, french fries, milk, mineral water} 10
{eggs, frozen vegetables, ground beef, mineral water} 10
{eggs, milk, spaghetti, turkey} 10
{eggs, light cream} 11
{burgers, eggs, whole wheat rice} 11
{cake, chicken, eggs} 11
{cake, eggs, ground beef} 11
{chocolate, eggs, escalope} 11
{eggs, french fries, shrimp} 11
{eggs, frozen smoothie, frozen vegetables} 11
{eggs, frozen smoothie, milk} 11
{eggs, ground beef, pancakes} 11
{eggs, light mayo, mineral water} 11
{burgers, eggs, french fries, spaghetti} 11
{chocolate, eggs, pancakes, spaghetti} 11
{eggs, frozen vegetables, milk, mineral water} 11
{eggs, green grapes} 12
{eggs, gums} 12
{eggs, melons} 12
{almonds, burgers, eggs} 12
{burgers, eggs, low fat yogurt} 12
{chicken, eggs, frozen vegetables} 12
{chocolate, eggs, tomatoes} 12
{eggs, energy drink, french fries} 12
{eggs, escalope, spaghetti} 12
{eggs, french fries, whole wheat rice} 12
{eggs, fresh bread, frozen vegetables} 12
{eggs, ground beef, tomatoes} 12
{eggs, ham, spaghetti} 12
{eggs, mineral water, red wine} 12
{eggs, mineral water, vegetables mix} 12
{eggs, spaghetti, whole wheat rice} 12
{burgers, eggs, french fries, milk} 12
{burgers, eggs, milk, mineral water} 12
{chocolate, eggs, french fries, spaghetti} 12
{chocolate, eggs, frozen vegetables, mineral water} 12
{chocolate, eggs, ground beef, spaghetti} 12
{chocolate, eggs, milk, spaghetti} 12
{eggs, ground beef, milk, mineral water} 12
{eggs, ground beef, milk, spaghetti} 12
{bacon, eggs} 13
{carrots, eggs} 13
{eggs, rice} 13
{eggs, white wine} 13
{almonds, eggs, mineral water} 13
{brownies, eggs, mineral water} 13
{butter, eggs, milk} 13
{champagne, eggs, french fries} 13
{chocolate, eggs, shrimp} 13
{chocolate, eggs, whole wheat rice} 13
{eggs, escalope, mineral water} 13
{eggs, french wine, spaghetti} 13
{eggs, frozen vegetables, turkey} 13
{eggs, green tea, ground beef} 13
{eggs, mineral water, protein bar} 13
{eggs, french fries, mineral water, spaghetti} 13
{body spray, eggs} 14
{burgers, eggs, frozen smoothie} 14
{burgers, eggs, frozen vegetables} 14
{chocolate, eggs, grated cheese} 14
{cookies, eggs, spaghetti} 14
{eggs, fresh tuna, mineral water} 14
{eggs, frozen smoothie, pancakes} 14
{eggs, frozen vegetables, pancakes} 14
{eggs, green tea, tomatoes} 14
{eggs, salmon, spaghetti} 14
{burgers, eggs, french fries, green tea} 14
{chocolate, eggs, ground beef, mineral water} 14
{eggs, french fries, milk, spaghetti} 14
{eggs, muffins} 15
{eggs, pasta} 15
{burgers, cake, eggs} 15
{cake, chocolate, eggs} 15
{cake, eggs, pancakes} 15
{chicken, eggs, spaghetti} 15
{eggs, fresh bread, milk} 15
{eggs, frozen smoothie, spaghetti} 15
{eggs, frozen vegetables, shrimp} 15
{eggs, frozen vegetables, tomatoes} 15
{eggs, green tea, pancakes} 15
{eggs, red wine, spaghetti} 15
{eggs, spaghetti, tomatoes} 15
{chocolate, eggs, mineral water, spaghetti} 15
{cereals, eggs} 16
{eggs, mint} 16
{burgers, eggs, ground beef} 16
{cake, eggs, green tea} 16
{chicken, chocolate, eggs} 16
{chocolate, eggs, frozen smoothie} 16
{cookies, eggs, french fries} 16
{eggs, french fries, frozen smoothie} 16
{eggs, french fries, ground beef} 16
{eggs, frozen vegetables, low fat yogurt} 16
{eggs, low fat yogurt, milk} 16
